Sede,Documento de identidad,Grado,Grupo,Periodo,Año,Intensidad Horaria,Asignatura,Cognitiva,Procedimental,Actitudinal,Axiologica,Calificacion_Ponderada,Grupo Asignatura
Fusagasugá,a8892f0a699b974c94330d6d76dfa33b2fd8709fc8a5d83f04ed945bc63d08b8,4,A,II,2023,1.0,Inteligencia emocional e Integralidad,98,91,100,100.0,96.5,Proyectos y Aprendizaje Integral
Fusagasugá,3935bdbc5db2aedc7d093351d81abc1731bdfc3582d7b5669e54d014d170137b,6,A,IV,2023,3.0,Ciencias Naturales,91,91,99,99.0,93.4,Ciencias y Matemáticas
Fusagasugá,3935bdbc5db2aedc7d093351d81abc1731bdfc3582d7b5669e54d014d170137b,6,A,IV,2023,4.0,Ciencias Sociales,83,74,88,96.0,82.6,Lengua y Humanidades
Fusagasugá,3935bdbc5db2aedc7d093351d81abc1731bdfc3582d7b5669e54d014d170137b,6,A,IV,2023,6.0,Matemáticas,86,86,90,100.0,88.2,Ciencias y Matemáticas
Fusagasugá,3935bdbc5db2aedc7d093351d81abc1731bdfc3582d7b5669e54d014d170137b,6,A,IV,2023,3.0,Lengua Castellana,90,89,90,100.0,90.7,Lengua y Humanidades
Fusagasugá,3935bdbc5db2aedc7d093351d81abc1731bdfc3582d7b5669e54d014d170137b,6,A,IV,2023,4.0,Inglés,84,84,90,100.0,86.8,Lengua y Humanidades
Fusagasugá,3935bdbc5db2aedc7d093351d81abc1731bdfc3582d7b5669e54d014d170137b,6,A,IV,2023,2.0,Innovación y Emprendimiento,93,94,92,92.0,93.00000000000001,Tecnología e Innovación
Fusagasugá,3935bdbc5db2aedc7d093351d81abc1731bdfc3582d7b5669e54d014d170137b,6,A,IV,2023,7.0,Aprendizaje Basado en Investigación,92,90,93,94.0,91.80000000000001,Proyectos y Aprendizaje Integral
Fusagasugá,3935bdbc5db2aedc7d093351d81abc1731bdfc3582d7b5669e54d014d170137b,6,A,IV,2023,3.0,Educación Física,92,92,95,95.0,92.9,Artes y Educación Física
Fusagasugá,3935bdbc5db2aedc7d093351d81abc1731bdfc3582d7b5669e54d014d170137b,6,A,IV,2023,2.0,Lectura Crítica,93,89,89,96.0,91.30000000000001,Lengua y Humanidades
Fusagasugá,3935bdbc5db2aedc7d093351d81abc1731bdfc3582d7b5669e54d014d170137b,6,A,IV,2023,1.0,Artes,83,83,90,90.0,85.1,Artes y Educación Física
Fusagasugá,3935bdbc5db2aedc7d093351d81abc1731bdfc3582d7b5669e54d014d170137b,6,A,IV,2023,1.0,Robótica y TICS,80,84,80,90.0,82.2,Tecnología e Innovación
Fusagasugá,3935bdbc5db2aedc7d093351d81abc1731bdfc3582d7b5669e54d014d170137b,6,A,IV,2023,1.0,Inteligencia emocional e Integralidad,80,87,70,95.0,81.6,Proyectos y Aprendizaje Integral
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,5.0,Ciencias Naturales,39,39,50,50.0,42.3,Ciencias y Matemáticas
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,4.0,Ciencias Sociales,76,66,85,86.0,75.8,Lengua y Humanidades
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,7.0,Matemáticas,39,39,80,80.0,51.3,Ciencias y Matemáticas
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,4.0,Lengua Castellana,61,60,85,90.0,68.4,Lengua y Humanidades
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,1.0,Lectura Crítica,60,62,90,90.0,69.6,Lengua y Humanidades
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,4.0,English,58,59,85,92.0,67.10000000000001,Lengua y Humanidades
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,2.0,Français,57,56,70,65.0,60.1,Lengua y Humanidades
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,2.0,Filosofía,64,66,80,60.0,67.4,Lengua y Humanidades
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,2.0,Educación Física,75,76,85,90.0,78.8,Artes y Educación Física
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,3.0,Plan de inversión,54,47,65,70.0,55.7,Proyectos y Aprendizaje Integral
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,1.0,Artes,87,87,80,80.0,84.9,Artes y Educación Física
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,1.0,Tecnologías Informáticas,83,84,96,96.0,87.20000000000002,Tecnología e Innovación
Fusagasugá,0f84a259d638b32601964b9e2d1b73b8881e1ffd3ec3914f7f6641a948e3f595,10,A,II,2024,1.0,Integralidad,67,63,60,50.0,62.7,Proyectos y Aprendizaje Integral
Fusagasugá,defb4aec7762b988a3997bd2c8b6cb9b91997568055e65d338c632aed0ad1c68,3,A,III,2023,3.0,Ciencias Naturales,75,74,92,89.0,79.50000000000001,Ciencias y Matemáticas
Fusagasugá,defb4aec7762b988a3997bd2c8b6cb9b91997568055e65d338c632aed0ad1c68,3,A,III,2023,3.0,Ciencias Sociales,48,48,80,80.0,57.6,Lengua y Humanidades
Fusagasugá,defb4aec7762b988a3997bd2c8b6cb9b91997568055e65d338c632aed0ad1c68,3,A,III,2023,5.0,Matemáticas,79,79,83,96.0,81.5,Ciencias y Matemáticas
Fusagasugá,defb4aec7762b988a3997bd2c8b6cb9b91997568055e65d338c632aed0ad1c68,3,A,III,2023,4.0,Lengua Castellana,58,53,85,95.0,65.6,Lengua y Humanidades
Fusagasugá,defb4aec7762b988a3997bd2c8b6cb9b91997568055e65d338c632aed0ad1c68,3,A,III,2023,4.0,Inglés,65,65,90,95.0,73.0,Lengua y Humanidades
Fusagasugá,defb4aec7762b988a3997bd2c8b6cb9b91997568055e65d338c632aed0ad1c68,3,A,III,2023,2.0,Creatividad e Innovación,82,81,85,85.0,82.60000000000001,Tecnología e Innovación
Fusagasugá,defb4aec7762b988a3997bd2c8b6cb9b91997568055e65d338c632aed0ad1c68,3,A,III,2023,4.0,Aprendizaje Basado en Proyectos,86,86,78,98.0,85.60000000000001,Proyectos y Aprendizaje Integral
Fusagasugá,defb4aec7762b988a3997bd2c8b6cb9b91997568055e65d338c632aed0ad1c68,3,A,III,2023,3.0,Educación Física,95,95,100,100.0,96.5,Artes y Educación Física
Fusagasugá,defb4aec7762b988a3997bd2c8b6cb9b91997568055e65d338c632aed0ad1c68,3,A,III,2023,2.0,Lectura Crítica,54,54,85,95.0,64.3,Lengua y Humanidades
Fusagasugá,defb4aec7762b988a3997bd2c8b6cb9b91997568055e65d338c632aed0ad1c68,3,A,III,2023,1.0,Artes,84,84,85,85.0,84.3,Artes y Educación Física
Fusagasugá,defb4aec7762b988a3997bd2c8b6cb9b91997568055e65d338c632aed0ad1c68,3,A,III,2023,1.0,Robótica y TICS,88,86,80,91.0,86.1,Tecnología e Innovación
Fusagasugá,defb4aec7762b988a3997bd2c8b6cb9b91997568055e65d338c632aed0ad1c68,3,A,III,2023,1.0,Inteligencia emocional e Integralidad,76,86,90,90.0,83.2,Proyectos y Aprendizaje Integral
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,5,A,II,2024,4.0,Ciencias Naturales,81,80,90,96.0,84.0,Ciencias y Matemáticas
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,5,A,II,2024,3.0,Ciencias Sociales,71,71,90,91.0,76.8,Lengua y Humanidades
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,5,A,II,2024,5.0,Matemáticas,86,86,88,88.0,86.60000000000001,Ciencias y Matemáticas
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,5,A,II,2024,3.0,Lengua Castellana,85,85,90,100.0,87.5,Lengua y Humanidades
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,5,A,II,2024,2.0,Lectura Crítica,89,89,87,91.0,88.8,Lengua y Humanidades
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,5,A,II,2024,4.0,English,62,64,100,100.0,74.0,Lengua y Humanidades
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,5,A,II,2024,3.0,Educación Física,96,96,100,95.0,96.7,Artes y Educación Física
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,5,A,II,2024,1.0,Creatividad e innovación,90,91,90,95.0,90.8,Tecnología e Innovación
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,5,A,II,2024,2.0,Aprendizaje Basado en Proyectos,89,91,85,90.0,88.9,Proyectos y Aprendizaje Integral
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,5,A,II,2024,1.0,Artes,90,91,90,90.0,90.3,Artes y Educación Física
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,5,A,II,2024,1.0,Tecnologías Informáticas,99,96,100,100.0,98.4,Tecnología e Innovación
Fusagasugá,50d9f7da22f050cfb68e6a472049f187ccaa33a5acdfec2ef8062d8e038e4c63,5,A,II,2024,1.0,Integralidad,99,98,100,100.0,99.0,Proyectos y Aprendizaje Integral
Fusagasugá,6c605434a055b59cef2ce4fa0c2c54eb5d73828f20219876a71553acaa66ac57,3,A,IV,2023,3.0,Ciencias Naturales,77,79,90,90.0,81.5,Ciencias y Matemáticas
Fusagasugá,6c605434a055b59cef2ce4fa0c2c54eb5d73828f20219876a71553acaa66ac57,3,A,IV,2023,3.0,Ciencias Sociales,73,74,90,92.0,78.60000000000001,Lengua y Humanidades
Fusagasugá,6c605434a055b59cef2ce4fa0c2c54eb5d73828f20219876a71553acaa66ac57,3,A,IV,2023,5.0,Matemáticas,80,88,88,88.0,84.8,Ciencias y Matemáticas
Fusagasugá,6c605434a055b59cef2ce4fa0c2c54eb5d73828f20219876a71553acaa66ac57,3,A,IV,2023,4.0,Lengua Castellana,72,69,80,80.0,73.5,Lengua y Humanidades
Fusagasugá,6c605434a055b59cef2ce4fa0c2c54eb5d73828f20219876a71553acaa66ac57,3,A,IV,2023,4.0,Inglés,77,75,80,85.0,77.8,Lengua y Humanidades
Fusagasugá,6c605434a055b59cef2ce4fa0c2c54eb5d73828f20219876a71553acaa66ac57,3,A,IV,2023,2.0,Creatividad e Innovación,83,83,90,90.0,85.1,Tecnología e Innovación
Fusagasugá,6c605434a055b59cef2ce4fa0c2c54eb5d73828f20219876a71553acaa66ac57,3,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,87,86,77,93.0,85.30000000000001,Proyectos y Aprendizaje Integral
Fusagasugá,6c605434a055b59cef2ce4fa0c2c54eb5d73828f20219876a71553acaa66ac57,3,A,IV,2023,3.0,Educación Física,94,94,100,100.0,95.8,Artes y Educación Física
Fusagasugá,6c605434a055b59cef2ce4fa0c2c54eb5d73828f20219876a71553acaa66ac57,3,A,IV,2023,2.0,Lectura Crítica,88,89,90,95.0,89.4,Lengua y Humanidades
Fusagasugá,6c605434a055b59cef2ce4fa0c2c54eb5d73828f20219876a71553acaa66ac57,3,A,IV,2023,1.0,Artes,91,87,80,80.0,86.5,Artes y Educación Física
Fusagasugá,6c605434a055b59cef2ce4fa0c2c54eb5d73828f20219876a71553acaa66ac57,3,A,IV,2023,1.0,Robótica y TICS,75,86,80,75.0,79.3,Tecnología e Innovación
Fusagasugá,6c605434a055b59cef2ce4fa0c2c54eb5d73828f20219876a71553acaa66ac57,3,A,IV,2023,1.0,Inteligencia emocional e Integralidad,91,94,90,80.0,90.6,Proyectos y Aprendizaje Integral
Fusagasugá,031267d49c0a24286d425b7d12dc5608318416905621f7769f994f6461184271,8,A,II,2024,4.0,Ciencias Naturales,73,75,80,80.0,75.7,Ciencias y Matemáticas
Fusagasugá,031267d49c0a24286d425b7d12dc5608318416905621f7769f994f6461184271,8,A,II,2024,4.0,Ciencias Sociales,78,77,100,100.0,84.3,Lengua y Humanidades
Fusagasugá,031267d49c0a24286d425b7d12dc5608318416905621f7769f994f6461184271,8,A,II,2024,6.0,Matemáticas,77,77,100,94.0,83.30000000000001,Ciencias y Matemáticas
Fusagasugá,031267d49c0a24286d425b7d12dc5608318416905621f7769f994f6461184271,8,A,II,2024,3.0,Lengua Castellana,80,81,90,100.0,84.3,Lengua y Humanidades
Fusagasugá,031267d49c0a24286d425b7d12dc5608318416905621f7769f994f6461184271,8,A,II,2024,2.0,Lectura Crítica,88,89,90,93.0,89.2,Lengua y Humanidades
Fusagasugá,031267d49c0a24286d425b7d12dc5608318416905621f7769f994f6461184271,8,A,II,2024,4.0,English,67,67,87,93.0,73.6,Lengua y Humanidades
Fusagasugá,031267d49c0a24286d425b7d12dc5608318416905621f7769f994f6461184271,8,A,II,2024,3.0,Educación Física,92,92,90,80.0,90.4,Artes y Educación Física
Fusagasugá,031267d49c0a24286d425b7d12dc5608318416905621f7769f994f6461184271,8,A,II,2024,1.0,Innovación y Emprendimiento,88,89,88,90.0,88.5,Tecnología e Innovación
Fusagasugá,031267d49c0a24286d425b7d12dc5608318416905621f7769f994f6461184271,8,A,II,2024,2.0,Aprendizaje Basado en Investigación,87,86,82,85.0,85.50000000000001,Proyectos y Aprendizaje Integral
Fusagasugá,031267d49c0a24286d425b7d12dc5608318416905621f7769f994f6461184271,8,A,II,2024,1.0,Artes,90,90,89,89.0,89.7,Artes y Educación Física
Fusagasugá,031267d49c0a24286d425b7d12dc5608318416905621f7769f994f6461184271,8,A,II,2024,1.0,Tecnologías Informáticas,91,84,86,91.0,87.89999999999999,Tecnología e Innovación
Fusagasugá,031267d49c0a24286d425b7d12dc5608318416905621f7769f994f6461184271,8,A,II,2024,1.0,Integralidad,84,85,83,82.0,83.9,Proyectos y Aprendizaje Integral
Girardot,c608ba642225e8b1bac9b84c4c37e8ce732d5f1635e6f888cda33bfca5f8496c,6,A,III,2023,3.0,Ciencias Naturales,82,82,90,90.0,84.4,Ciencias y Matemáticas
Girardot,c608ba642225e8b1bac9b84c4c37e8ce732d5f1635e6f888cda33bfca5f8496c,6,A,III,2023,4.0,Ciencias Sociales,83,84,87,90.0,84.80000000000001,Lengua y Humanidades
Girardot,c608ba642225e8b1bac9b84c4c37e8ce732d5f1635e6f888cda33bfca5f8496c,6,A,III,2023,6.0,Matemáticas,89,91,100,100.0,92.9,Ciencias y Matemáticas
Girardot,c608ba642225e8b1bac9b84c4c37e8ce732d5f1635e6f888cda33bfca5f8496c,6,A,III,2023,3.0,Lengua Castellana,89,91,80,87.0,87.60000000000001,Lengua y Humanidades
Girardot,c608ba642225e8b1bac9b84c4c37e8ce732d5f1635e6f888cda33bfca5f8496c,6,A,III,2023,4.0,Inglés,91,91,90,90.0,90.7,Lengua y Humanidades
Girardot,c608ba642225e8b1bac9b84c4c37e8ce732d5f1635e6f888cda33bfca5f8496c,6,A,III,2023,2.0,Innovación y Emprendimiento,88,90,95,95.0,90.7,Tecnología e Innovación
Girardot,c608ba642225e8b1bac9b84c4c37e8ce732d5f1635e6f888cda33bfca5f8496c,6,A,III,2023,7.0,Aprendizaje Basado en Investigación,90,89,97,98.0,91.9,Proyectos y Aprendizaje Integral
Girardot,c608ba642225e8b1bac9b84c4c37e8ce732d5f1635e6f888cda33bfca5f8496c,6,A,III,2023,3.0,Educación Física,83,82,88,90.0,84.4,Artes y Educación Física
Girardot,c608ba642225e8b1bac9b84c4c37e8ce732d5f1635e6f888cda33bfca5f8496c,6,A,III,2023,2.0,Lectura Crítica,85,86,86,87.0,85.7,Lengua y Humanidades
Girardot,c608ba642225e8b1bac9b84c4c37e8ce732d5f1635e6f888cda33bfca5f8496c,6,A,III,2023,1.0,Artes,86,84,75,90.0,83.6,Artes y Educación Física
Girardot,c608ba642225e8b1bac9b84c4c37e8ce732d5f1635e6f888cda33bfca5f8496c,6,A,III,2023,1.0,Robótica y TICS,74,85,60,85.0,75.6,Tecnología e Innovación
Girardot,c608ba642225e8b1bac9b84c4c37e8ce732d5f1635e6f888cda33bfca5f8496c,6,A,III,2023,1.0,Inteligencia emocional e Integralidad,92,92,85,90.0,90.4,Proyectos y Aprendizaje Integral
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,5.0,Ciencias Naturales,71,72,80,94.0,75.4,Ciencias y Matemáticas
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,2.0,Ciencias Políticas y Económicas,86,67,78,80.0,78.1,Lengua y Humanidades
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,2.0,Filosofía,70,68,70,100.0,72.4,Lengua y Humanidades
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,6.0,Trigonometría,73,74,95,90.0,79.4,Ciencias y Matemáticas
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,4.0,Lengua Castellana,69,73,85,90.0,75.5,Lengua y Humanidades
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,4.0,Inglés,60,65,80,82.0,67.7,Lengua y Humanidades
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,2.0,Francés,48,48,70,70.0,54.6,Lengua y Humanidades
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,1.0,Educación Ambiental,79,81,85,95.0,82.4,Artes y Educación Física
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,3.0,Proyecto de inversión,79,70,80,85.0,77.1,Proyectos y Aprendizaje Integral
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,2.0,Educación Física,65,67,85,70.0,70.1,Artes y Educación Física
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,2.0,Lectura Crítica,79,83,92,92.0,84.10000000000001,Lengua y Humanidades
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,1.0,Artes,95,95,90,92.0,93.7,Artes y Educación Física
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,1.0,Robótica y TICS,80,82,80,85.0,81.1,Tecnología e Innovación
Fusagasugá,b0589ebe1504c2eae0b888d875501918c8ec5c1d83c8fbcf11ec8a2761bbd0e3,10,A,III,2023,1.0,Inteligencia emocional e Integralidad,100,100,90,100.0,98.0,Proyectos y Aprendizaje Integral
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,I,2024,4.0,Ciencias Naturales,92,93,84,92.0,90.7,Ciencias y Matemáticas
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,I,2024,3.0,Ciencias Sociales,95,94,90,90.0,93.2,Lengua y Humanidades
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,I,2024,5.0,Matemáticas,79,80,88,90.0,82.2,Ciencias y Matemáticas
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,I,2024,3.0,Lengua Castellana,93,90,85,100.0,91.2,Lengua y Humanidades
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,I,2024,2.0,Lectura Crítica,92,91,87,89.0,90.40000000000002,Lengua y Humanidades
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,I,2024,4.0,English,92,89,80,100.0,89.5,Lengua y Humanidades
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,I,2024,3.0,Educación Física,93,94,95,95.0,93.9,Artes y Educación Física
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,I,2024,1.0,Creatividad e innovación,86,79,84,85.0,83.39999999999999,Tecnología e Innovación
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,I,2024,2.0,Aprendizaje Basado en Proyectos,89,90,94,93.0,90.7,Proyectos y Aprendizaje Integral
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,I,2024,1.0,Artes,93,93,90,94.0,92.5,Artes y Educación Física
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,I,2024,1.0,Tecnologías Informáticas,86,94,89,84.0,88.8,Tecnología e Innovación
Fusagasugá,043404545023049d89690317d6edefe469f48c4597424700f51a1ccfe69f82bc,1,A,I,2024,1.0,Integralidad,98,96,99,96.0,97.4,Proyectos y Aprendizaje Integral
Fusagasugá,e4722b44029b60785c27346522e7460252583fe015d2a6a82c4d7a970a6ec8e4,6,A,II,2023,3.0,Ciencias Naturales,75,75,97,97.0,81.60000000000001,Ciencias y Matemáticas
Fusagasugá,e4722b44029b60785c27346522e7460252583fe015d2a6a82c4d7a970a6ec8e4,6,A,II,2023,4.0,Ciencias Sociales,83,83,90,90.0,85.1,Lengua y Humanidades
Fusagasugá,e4722b44029b60785c27346522e7460252583fe015d2a6a82c4d7a970a6ec8e4,6,A,II,2023,6.0,Matemáticas,90,91,90,90.0,90.3,Ciencias y Matemáticas
Fusagasugá,e4722b44029b60785c27346522e7460252583fe015d2a6a82c4d7a970a6ec8e4,6,A,II,2023,3.0,Lengua Castellana,90,92,93,100.0,92.19999999999999,Lengua y Humanidades
Fusagasugá,e4722b44029b60785c27346522e7460252583fe015d2a6a82c4d7a970a6ec8e4,6,A,II,2023,4.0,Inglés,89,91,95,95.0,91.4,Lengua y Humanidades
Fusagasugá,e4722b44029b60785c27346522e7460252583fe015d2a6a82c4d7a970a6ec8e4,6,A,II,2023,2.0,Innovación y Emprendimiento,93,96,96,97.0,94.9,Tecnología e Innovación
Fusagasugá,e4722b44029b60785c27346522e7460252583fe015d2a6a82c4d7a970a6ec8e4,6,A,II,2023,7.0,Aprendizaje Basado en Investigación,92,95,95,99.0,94.20000000000002,Proyectos y Aprendizaje Integral
Fusagasugá,e4722b44029b60785c27346522e7460252583fe015d2a6a82c4d7a970a6ec8e4,6,A,II,2023,3.0,Educación Física,94,94,90,90.0,92.8,Artes y Educación Física
Fusagasugá,e4722b44029b60785c27346522e7460252583fe015d2a6a82c4d7a970a6ec8e4,6,A,II,2023,2.0,Lectura Crítica,93,89,90,93.0,91.2,Lengua y Humanidades
Fusagasugá,e4722b44029b60785c27346522e7460252583fe015d2a6a82c4d7a970a6ec8e4,6,A,II,2023,1.0,Artes,95,95,95,95.0,95.0,Artes y Educación Física
Fusagasugá,e4722b44029b60785c27346522e7460252583fe015d2a6a82c4d7a970a6ec8e4,6,A,II,2023,1.0,Robótica y TICS,82,79,76,80.0,79.7,Tecnología e Innovación
Fusagasugá,e4722b44029b60785c27346522e7460252583fe015d2a6a82c4d7a970a6ec8e4,6,A,II,2023,1.0,Inteligencia emocional e Integralidad,100,100,100,100.0,100.0,Proyectos y Aprendizaje Integral
Fusagasugá,42017f1d6884879206820b6aef3683cb81355c4bc09e8324f2a95bc369af73f9,3,B,IV,2023,3.0,Ciencias Naturales,87,86,99,99.0,90.30000000000001,Ciencias y Matemáticas
Fusagasugá,42017f1d6884879206820b6aef3683cb81355c4bc09e8324f2a95bc369af73f9,3,B,IV,2023,3.0,Ciencias Sociales,91,91,98,98.0,93.10000000000001,Lengua y Humanidades
Fusagasugá,42017f1d6884879206820b6aef3683cb81355c4bc09e8324f2a95bc369af73f9,3,B,IV,2023,5.0,Matemáticas,89,88,90,90.0,89.0,Ciencias y Matemáticas
Fusagasugá,42017f1d6884879206820b6aef3683cb81355c4bc09e8324f2a95bc369af73f9,3,B,IV,2023,4.0,Lengua Castellana,93,90,90,95.0,91.7,Lengua y Humanidades
Fusagasugá,42017f1d6884879206820b6aef3683cb81355c4bc09e8324f2a95bc369af73f9,3,B,IV,2023,4.0,Inglés,90,89,90,95.0,90.2,Lengua y Humanidades
Fusagasugá,42017f1d6884879206820b6aef3683cb81355c4bc09e8324f2a95bc369af73f9,3,B,IV,2023,2.0,Creatividad e Innovación,92,92,95,95.0,92.9,Tecnología e Innovación
Fusagasugá,42017f1d6884879206820b6aef3683cb81355c4bc09e8324f2a95bc369af73f9,3,B,IV,2023,4.0,Aprendizaje Basado en Proyectos,94,93,92,83.0,92.2,Proyectos y Aprendizaje Integral
Fusagasugá,42017f1d6884879206820b6aef3683cb81355c4bc09e8324f2a95bc369af73f9,3,B,IV,2023,3.0,Educación Física,95,95,100,100.0,96.5,Artes y Educación Física
Fusagasugá,42017f1d6884879206820b6aef3683cb81355c4bc09e8324f2a95bc369af73f9,3,B,IV,2023,2.0,Lectura Crítica,95,97,95,95.0,95.6,Lengua y Humanidades
Fusagasugá,42017f1d6884879206820b6aef3683cb81355c4bc09e8324f2a95bc369af73f9,3,B,IV,2023,1.0,Artes,94,94,90,90.0,92.8,Artes y Educación Física
Fusagasugá,42017f1d6884879206820b6aef3683cb81355c4bc09e8324f2a95bc369af73f9,3,B,IV,2023,1.0,Robótica y TICS,99,99,80,85.0,93.8,Tecnología e Innovación
Fusagasugá,42017f1d6884879206820b6aef3683cb81355c4bc09e8324f2a95bc369af73f9,3,B,IV,2023,1.0,Inteligencia emocional e Integralidad,92,99,90,80.0,92.5,Proyectos y Aprendizaje Integral
Girardot,da4130fa8029d54431e2daa31f14cb528169caa24d8d9f11d31281c33e735a13,8,A,II,2024,4.0,Ciencias Naturales,69,74,100,100.0,79.8,Ciencias y Matemáticas
Girardot,da4130fa8029d54431e2daa31f14cb528169caa24d8d9f11d31281c33e735a13,8,A,II,2024,4.0,Ciencias Sociales,82,83,90,90.0,84.7,Lengua y Humanidades
Girardot,da4130fa8029d54431e2daa31f14cb528169caa24d8d9f11d31281c33e735a13,8,A,II,2024,6.0,Matemáticas,81,69,90,90.0,80.1,Ciencias y Matemáticas
Girardot,da4130fa8029d54431e2daa31f14cb528169caa24d8d9f11d31281c33e735a13,8,A,II,2024,3.0,Lengua Castellana,73,73,87,87.0,77.2,Lengua y Humanidades
Girardot,da4130fa8029d54431e2daa31f14cb528169caa24d8d9f11d31281c33e735a13,8,A,II,2024,2.0,Lectura Crítica,77,77,87,87.0,80.0,Lengua y Humanidades
